(Do Not Modify) Standards Elements,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Name,Created On,Created By,Created By (Delegate),Date timestamp,Display Order,Element comments,Element Content,Element Page,Element Path,Element Reference,General requirement type,Is_Requirement,Modified By,Modified By (Delegate),Modified On,Owner,Record Created On,Standard Id,Standard Version,Status,Status Reason
00bf4b87-80b7-ea11-a812-000d3a530d85,XQKGJ8fqsQdUqI/HsuCxmO52cCJwXSeZXyZ3594ZmlNPG16/nYSVrw9x2m7QboK78W4tCPtwrIngespcA4KN1A==,6/26/2020 7:43,190,6/26/2020 13:13,Vishal Mohan,,6/26/2020,190,,"10.1) For each product group, the organization shall set up and maintain an FSC credit account according to which additions and deductions of FSC credits shall be recorded.",17,,10.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
02bf4b87-80b7-ea11-a812-000d3a530d85,x/g2whm6AhkGT7CwGpZNrXmpXzOY9IVLcjI9eiBNu7z/cc9epepcOpCd54bJv/A06TaoQanQhyiKtiZ9QUviDg==,6/26/2020 7:43,191,6/26/2020 13:13,Vishal Mohan,,6/26/2020,191,,10.2) The organization shall maintain credit accounts of either input materials or output products.  ,17,,10.199999999999999,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
04bf4b87-80b7-ea11-a812-000d3a530d85,rFpJZJW4L5mXP1fQGXpVaWyD44n/dkPGHNawWS1HhFqVUW2gM9xR6MFdNiaQRn8qDFnEoNkSKvcrpdYIWicQuA==,6/26/2020 7:43,192,6/26/2020 13:13,Vishal Mohan,,6/26/2020,192,,10.3) The credit system may be applied at the level of a single or multiple physical sites. The conditions for the establishment of a centralized credit account covering multiple sites are the following:,18,,10.3,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
06bf4b87-80b7-ea11-a812-000d3a530d85,kQs4zpXZtq32271MbMbr68AewFDVIq+SZe77x0TrHRhMnyUfQvLYWACpPZQFOsZyHuGxNnesLodB8II8AWQ/ZA==,6/26/2020 7:43,193,6/26/2020 13:13,Vishal Mohan,,6/26/2020,193,,10.3 a) credits shall be shared within the same product group;,18,,10.3 a ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
08bf4b87-80b7-ea11-a812-000d3a530d85,2HhaRKWed134o+hqTleVTCF6fN6Jh335U9LcckdADH/EHUAuoqKGnhRbeCvc2HUqVBaleaC9i11ZYfmhju9nzg==,6/26/2020 7:43,194,6/26/2020 13:13,Vishal Mohan,,6/26/2020,194,,10.3 b) all sites shall be within the scope of a single or multi-site certificate with a common ownership structure;,18,,10.3 b ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
0abf4b87-80b7-ea11-a812-000d3a530d85,aeV/fk2XOcfygU5/7fAjgg7fkpdhtNmPCAmroT2ORu+E7CgKbCEFCgan5pzb1tAhqUq2TA6WP0aNlTfPQEgPAg==,6/26/2020 7:43,195,6/26/2020 13:13,Vishal Mohan,,6/26/2020,195,,10.3 c) all sites shall be located within the same country or the Euro zone;,18,,10.3 c ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
0cbf4b87-80b7-ea11-a812-000d3a530d85,2LCmLt+ZvhMBfByC4z5zccKvEu41ZiM2RlU/x3vz4EKkWyPxw8esZbZTvPUPkp1S6esXpN4/a/bd76Pw6tbuAA==,6/26/2020 7:43,196,6/26/2020 13:13,Vishal Mohan,,6/26/2020,196,,10.3 d) all sites shall use the same integrated management software;,18,,10.3 d,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
0ebf4b87-80b7-ea11-a812-000d3a530d85,sGK5ssZaDR3iEZOztUufNS9Z+5OFv9OGB4a9eBlyP5Xf6yHv3xD2lfjFKr8DHJJK2aKInrng5yx2gj5UrOfODw==,6/26/2020 7:43,197,6/26/2020 13:13,Vishal Mohan,,6/26/2020,197,,10.3 e) each site participating in a cross-site credit account shall contribute at least 10% of the input credits used by its own site in a 12-month period. ,18,,10.3 e ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
10bf4b87-80b7-ea11-a812-000d3a530d85,UJqe9A9yBBesM2yByWtbqr8/7b3PZVBIe2nQORzfKFfi+ka6tgrarReqhthbGosufRIct9YEQGQTG9bZCcIs1A==,6/26/2020 7:43,198,6/26/2020 13:13,Vishal Mohan,,6/26/2020,198,,"NOTE: FSC will monitor the environmental, social, and economic benefits and costs of the application of the credit system at the multiple -site level and re-evaluate it after two years. Organizations applying the credit system at a multiple site level are",18,,NOTE below 10.3 e,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
12bf4b87-80b7-ea11-a812-000d3a530d85,EZXOfAaRIua5aY5lFkkTXPJHvzBfulhZA2b5/BpTIEJ+T8kC3VxHR3YtRH8UGulRc3sVexk6MTWCeajFd4DAvA==,6/26/2020 7:43,199,6/26/2020 13:13,Vishal Mohan,,6/26/2020,199,,Credit account administration ,18,,Heading ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
88bd4b87-80b7-ea11-a812-000d3a530d85,mV4Wumb+EhUxxRVFUa1exTTRZcRRopCXurgdAq+Ikzz8hvOX3LdZVx7FHaBDZxpVNh8Eg2WUglSJpZf35QQ7Sw==,6/26/2020 7:43,2,6/26/2020 13:13,Vishal Mohan,,6/26/2020,2,,"The FSC chain of custody (CoC) is the path taken by products from the forest, or in the case of recycled materials from the moment when the material is reclaimed, to the point where the product is sold with an FSC claim and/or it is finished and FSC label",3,,Introduction,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
acbd4b87-80b7-ea11-a812-000d3a530d85,rpSAR2Z6po7yqKY9rJjcBp0Ts3BxiOCH1E22reOy47HMeo47oIMcOnqOa+W7L3JPqGVfKMiFLtfRj1mmzttE6Q==,6/26/2020 7:43,20,6/26/2020 13:13,Vishal Mohan,,6/26/2020,20,,"Packaging that is made from forest-based inputs (e.g. paper or wood) is considered a separate element from the product inside. Therefore, the organization may opt to have either the packaging or its contents certified, or both.",6,,NOTE: Box 2,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
14bf4b87-80b7-ea11-a812-000d3a530d85,GYS8GN43R5SI/ZXD6P4hI5RhiwB2SGjlNHsnkifx4VtbSTfb7SG88nHEGuvXCNfgScCwHT/jH1EsgY6YyNjmSQ==,6/26/2020 7:43,200,6/26/2020 13:13,Vishal Mohan,,6/26/2020,200,,"10.4) For FSC Mix and/or FSC Recycled inputs, the organization shall use the percentage claim or credit claim stated on the supplier invoice to determine the quantity of claim-contributing inputs. ",18,,10.4,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
16bf4b87-80b7-ea11-a812-000d3a530d85,JURUdU5hvqLObZG6vtK1g1eqNdePIojTMmJP6ds9HCpo7PYsMpNHSB7kVmIJjgDmR7ylHIG9Q/fAzptDs/U8rA==,6/26/2020 7:43,201,6/26/2020 13:13,Vishal Mohan,,6/26/2020,201,,NOTE: Material supplied with a credit claim shall be used by its full quantity as claim-contributing input.,18,,NOTE below 10.4 ,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
18bf4b87-80b7-ea11-a812-000d3a530d85,a5hlJbPbDa4FjIMfqDzBE/+1S0ZTgQDZTD7m+Ap8N/AInjBQsMQL4F6BvE71LpQATlCUUe7qL5Lcvx57XPi+uA==,6/26/2020 7:43,202,6/26/2020 13:13,Vishal Mohan,,6/26/2020,202,CB will need to check whether this information can be verified remotely ,"10.5) When the credit system is applied to assembled wood products, and where inputs of different quality are combined, high-quality components that are sourced as controlled material or FSC Controlled Wood shall not represent more than 30% of the product",18,,10.5,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
1abf4b87-80b7-ea11-a812-000d3a530d85,UhXyNfaQETEUqfooe7Sr4sJro5esv2y+6recvAVVzcpROv5/f9TXcyKbG38PoErmDG191oJdzIc7sB+5Krwg8w==,6/26/2020 7:43,203,6/26/2020 13:13,Vishal Mohan,,6/26/2020,203,,10.6) The organization shall not accumulate more FSC credit in the credit account than the sum of FSC credit that has been added during the previous 24 months. (This means that credits which were not used for output claims within this period expire.) The ,18,,10.6,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
1cbf4b87-80b7-ea11-a812-000d3a530d85,bnmJz5JC5kSVAgBPOvx0Z7xRG3wbdOguCz85xfp7SlPEy27OmPi9WrYZhqYpdchHePexFYQfKqG95ab1pzeQqQ==,6/26/2020 7:43,204,6/26/2020 13:13,Vishal Mohan,,6/26/2020,204,,10.7) The determination of output credit quantities shall be achieved by multiplying the input quantities by the applicable conversion factor(s) specified for each component of the product group.,18,,10.7,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
1ebf4b87-80b7-ea11-a812-000d3a530d85,R7/dfwhG4dO1eKhXcDHO/wGQn/P4qW5VxfCOcISJD0S21V71b85VaKIvpJENW6N9eROFsoMc2s6tW6uUVE8iEA==,6/26/2020 7:43,205,6/26/2020 13:13,Vishal Mohan,,6/26/2020,205,,Sale of outputs with credit claims,18,,Heading,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
20bf4b87-80b7-ea11-a812-000d3a530d85,a36o2jRt9rlkVsdIruYAB5oixEWkVZmEBD//GrtLTgc190YUwpaaWF05A8WTidNmU4gBN6wG/+IScH4VPgIwqg==,6/26/2020 7:43,206,6/26/2020 13:13,Vishal Mohan,,6/26/2020,206,,"10.8) Before products are sold with FSC Mix or FSC Recycled credit claims, the organization shall convert the quantity of input materials into credits according to Clause10.7 and deduct them from the FSC credit account. ",18,,10.8,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
22bf4b87-80b7-ea11-a812-000d3a530d85,hIAZiMBEmWq4kgyWQNK9Ogpe5o1dlcxXf9q0ksMkCiIylD4cYoB8C2n6XKxjfNug3x3IvaWapxHW+sBq6hGeqw==,6/26/2020 7:43,207,6/26/2020 13:13,Vishal Mohan,,6/26/2020,207,,10.9) The organization shall only sell products with FSC credit claims if there are credits available in the corresponding credit account. ,18,,10.9,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
24bf4b87-80b7-ea11-a812-000d3a530d85,HlGlUDgmT9IFQpdihCPTdpFfaaFr0WLYDqzN0QP5MpAcJ7zDGVNhTeYSruGcegMuIUc7RbIbkdHoEh8MGfxsnw==,6/26/2020 7:43,208,6/26/2020 13:13,Vishal Mohan,,6/26/2020,208,,"10.10) The organization may supply the portion of the output quantity that has not been sold as FSC Mix Credit as FSC Controlled Wood, on the basis of a corresponding FSC Controlled Wood credit account. ",18,,10.1,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
26bf4b87-80b7-ea11-a812-000d3a530d85,CAVqJnwZ7dBEDbtvC3stmkiV6qkaAuzGw3yuQaLZwyGd+239T5nk5sL1WV8FgWXwxKTRKp7ItSr3qtHUhB/1Bw==,6/26/2020 7:43,209,6/26/2020 13:13,Vishal Mohan,,6/26/2020,209,,NOTE: FSC Controlled Wood credit accounts are not needed when the FSC Mix Credit account covers the whole organization’s production.,18,,NOTE below 10.10 ,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
aebd4b87-80b7-ea11-a812-000d3a530d85,/52xJ82LZLANTPnWvZevhQ4eXQGvUYAIXh9mNQhWuJJpJkMBcktIImG6hJBucGSNrccJe6uHYJV2cH8UT43JjA==,6/26/2020 7:43,21,6/26/2020 13:13,Vishal Mohan,,6/26/2020,21,,This standard is divided into four parts. Parts I and II cover the universal requirements that are mandatory for all CoC certificate holders. The requirements specified in Parts III and IV apply in accordance with the scope of each certificate.,6,,Scope,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
28bf4b87-80b7-ea11-a812-000d3a530d85,IvORgoPz0NmKJBy5iWOGO5TgKtNAGJRSZTyIjoWAqqaA4fGFj4GXgu5MIVhmltEdcw3XkBhcKRFrkFZZas940g==,6/26/2020 7:43,210,6/26/2020 13:13,Vishal Mohan,,6/26/2020,210,,Supllementary requirements,19,,PART III,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
2abf4b87-80b7-ea11-a812-000d3a530d85,GP5GKSdeb8MlerNS8Xz5bCoPp+1qcugkC+MZRoK2g7ri0BZBq+QWencDNIFIU6CJDnr/ctj9+/RygclgSsbRvw==,6/26/2020 7:43,211,6/26/2020 13:13,Vishal Mohan,,6/26/2020,211,,11. FSC labeling requirements,19,,Heading 11 ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
2cbf4b87-80b7-ea11-a812-000d3a530d85,Vh8uQOBMCZLsAaoifCPncsBDHcGJAaXBTmAPs3ta+juATois5TCvHKdJv4v+D8k4yeebsKO1yjcAHhB1HTwbVg==,6/26/2020 7:43,212,6/26/2020 13:13,Vishal Mohan,,6/26/2020,212,,"11.1) The organization may apply the FSC label on FSC-certified products following the requirements specified in FSC-STD-50-001. The type of FSC label shall always correspond to the FSC claim made on sales documents, as specified in Table E.",19,,11.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
2ebf4b87-80b7-ea11-a812-000d3a530d85,ebr/X7lOG0P5uBJ9pIJNn6CdhaPJA8cIYgnyOCM4LAX3PRswh85UKBcz4I310n8F13tNxu4s4/5UFs3aU36/9g==,6/26/2020 7:43,213,6/26/2020 13:13,Vishal Mohan,,6/26/2020,213,,FSC claims and corresponding FSC labels,19,,Heading Table E ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
30bf4b87-80b7-ea11-a812-000d3a530d85,ar4/ndjTeazxIfPxvqyQIymwYL6/jhGsvvG3p+ht+etNuDpMBSS1XdOuU6nWlOJ5EBZerEcjWPQgWORqDAkWgA==,6/26/2020 7:43,214,6/26/2020 13:13,Vishal Mohan,,6/26/2020,214,,FSC-STD-40-004_TableE.png,19,https://onefsc.sharepoint.com/sites/Uli/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/L3HJCRWT/FSC-STD-40-004_TableE.png ,Table E ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
32bf4b87-80b7-ea11-a812-000d3a530d85,tYbDQUEdYFJhBg6WenTUK8dRtt6d0fIgajoRqi0ufpqOkqHSGSHyGYQK1t0wrOQ64wp/AAaHK1+ibc9a8/wgQw==,6/26/2020 7:43,215,6/26/2020 13:13,Vishal Mohan,,6/26/2020,215,,11.2) Only FSC products that are eligible for FSC labelling may be promoted with the FSC trademarks.,19,,11.2,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
34bf4b87-80b7-ea11-a812-000d3a530d85,o5bpBevMVfeMf0AEzLRVR25ZnA3BnnDqJf2BtX43+vT3pkXtEzxv9rxHcO9tWBDJNYGnCu2jtA6WzvEGDXSYRQ==,6/26/2020 7:43,216,6/26/2020 13:13,Vishal Mohan,,6/26/2020,216,,11.3) Products exclusively made of input materials from small and/or community producers are eligible to carry the FSC Small and Community Label.,19,,11.3,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
36bf4b87-80b7-ea11-a812-000d3a530d85,o2CQEU82L5xGqc3kkHApWPjQsM+T7w4II6ryKfhgF1RAxK6UVURRehWkScompYiHKzzlF7vN+sIFPbxxHuWcCw==,6/26/2020 7:43,217,6/26/2020 13:13,Vishal Mohan,,6/26/2020,217,,12. Outsourcing,19,,Heading 12,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
38bf4b87-80b7-ea11-a812-000d3a530d85,xQQZEP4wBQGxW7lbKw+++nVMnHSyx0JnEs8obfZlDMz/Uet1qAjhD6mQyj3kWYbOCtft5tbC3oERT1oAiEG1rg==,6/26/2020 7:43,218,6/26/2020 13:13,Vishal Mohan,,6/26/2020,218,would depend on the type of outsourcing activity,12.1) The organization may outsource activities within the scope of its certificate to FSC-CoC-certified and/or non-FSC-CoC-certified contractors. ,19,,12.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
3abf4b87-80b7-ea11-a812-000d3a530d85,MqF3TCDuEGMPEYmT7Gb5glz2ViYK0bAYzoMiRKg0rqE9SUaD2h9Q+l5rJDqBiy5ILMfUYDoV9spX3zFFea4xwQ==,6/26/2020 7:43,219,6/26/2020 13:13,Vishal Mohan,,6/26/2020,219,self explanatory in the note itself,NOTE: The organization’s outsourcing arrangements are subject to a risk analysis by the certification body and sampling for on-site audit purposes.,19,,NOTE below 12.1 ,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b0bd4b87-80b7-ea11-a812-000d3a530d85,B0JpBHn/DHAuF6Fgt55wgkdjWjaVcNQvrs7wLqcXBaBHl08s0nj3ADMwD5BW/DPaejNYd5LUIpsqD3mgT3Wgwg==,6/26/2020 7:43,22,6/26/2020 13:13,Vishal Mohan,,6/26/2020,22,,"All aspects of this standard are considered to be normative, including the scope, effective date, references, terms and definitions, tables, boxes, and annexes, unless otherwise stated.",6,,Scope,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
3cbf4b87-80b7-ea11-a812-000d3a530d85,unzxmfxYmjrlkZOdZ9WTB7qUmbweKN5RqP9sHhhUVtdtXTezThPMDBPMXlnG/p8YjJWbPcbvN/6x8rtlD61RwA==,6/26/2020 7:43,220,6/26/2020 13:13,Vishal Mohan,,6/26/2020,220,would depend on the type of outsourcing activity,"12.2) Activities that are subject to outsourcing agreements are those that are included in the scope of the organization’s CoC certificate, such as purchase, processing, storage, labelling and invoicing of products.",19,,12.2,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
3ebf4b87-80b7-ea11-a812-000d3a530d85,6/i08OZSb1JR8/kJYShSHj8iWhQnVmGo9mXedtUnkspqp+G62YGivPURJRwNeHCDpR9MAtV/LEAqOh7hHxm3hQ==,6/26/2020 7:43,221,6/26/2020 13:13,Vishal Mohan,,6/26/2020,221,,"NOTE: Storage sites are exempt from outsourcing agreements where they constitute stopping places as part of transportation or logistic activities. However, if an organization contracts a service provider to store goods that have not yet been sold to a cus",19,,NOTE below 12.2 ,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
40bf4b87-80b7-ea11-a812-000d3a530d85,wAOoLzfTP9DxuRW50mqBvNf1lpY+a9OWc9eEnBvBGvp7Y0rccLD2UL6tN02HyBou0wpvru4SFzj396xJ01U4zA==,6/26/2020 7:43,222,6/26/2020 13:13,Vishal Mohan,,6/26/2020,222,,"12.3) Prior to outsourcing activities to a new contractor, the organization shall inform its certification body about the outsourced activity, name, and contact details of the contractor. ",19,,12.3,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
42bf4b87-80b7-ea11-a812-000d3a530d85,JZJmjkutdz5gAHtQLtCCvGYSqwUkYbImVMbpp5Xs44iVHkvK4bIYycZMeZc82zA3JUvdP/KEgyyHSzzEHRoseg==,6/26/2020 7:43,223,6/26/2020 13:13,Vishal Mohan,,6/26/2020,223,,"12.4) The organization shall establish an outsourcing agreement with each non-FSC-certified contractor, specifying at minimum that the contractor shall:",19,,12.4,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
44bf4b87-80b7-ea11-a812-000d3a530d85,oZzuaTX9S+NKtHmXgbe2fn2AKKsiLWrZTEfm/ZcWVeqAZuRkTjgEOUNgl0EqOxGGQ2A5/WdHRIGV7L+4sGW7Mw==,6/26/2020 7:43,224,6/26/2020 13:13,Vishal Mohan,,6/26/2020,224,,12.4 a) conform to all applicable certification requirements and the organization’s procedures related to the outsourced activity;,19,,12.4 a,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
46bf4b87-80b7-ea11-a812-000d3a530d85,Ypl/shDxNLZBrZyCxKbQ1XtTpSfF5doix6OgjBYMvIB+4Z+N8wbvyYJHb+TVXXldiUwu0cHdMN12fvxb+sdgHw==,6/26/2020 7:43,225,6/26/2020 13:13,Vishal Mohan,,6/26/2020,225,,12.4 b) not make unauthorized use of the FSC trademarks (e.g. on the contractor’s products or website);,19,,12.4 b,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
48bf4b87-80b7-ea11-a812-000d3a530d85,iSJWem5tq2RZVEtK97/I9Xeb4ja7PpJgOLZPRuNTociMCdQTF1XiQaB7zbfawmpI+2mETykJ8gdeH85OTudcgQ==,6/26/2020 7:43,226,6/26/2020 13:13,Vishal Mohan,,6/26/2020,226,,12.4 c) not further outsource any processing;,19,,12.4 c,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
4abf4b87-80b7-ea11-a812-000d3a530d85,xzG/TTr7JY/b+36S/NkN54LBR3D4eL9ygEWv1utMo92bxCx+Axt1i35axi4AiMxYptJ7BRIMMNdZooF//DzL7w==,6/26/2020 7:43,227,6/26/2020 13:13,Vishal Mohan,,6/26/2020,227,,12.4 d) accept the right of the organization’s certification body to audit the contractor;,19,,12.4 d,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
4cbf4b87-80b7-ea11-a812-000d3a530d85,sl3N1ORR1xtuFPqDQwBEG6Sz0mrR+FrpJybyu69ECNvNEje4kNb7x+dPL7oXFyeM9M2Kr8d2X+LFdbwgVNja+g==,6/26/2020 7:43,228,6/26/2020 13:13,Vishal Mohan,,6/26/2020,228,,"12.4 e) notify the organization within the period of 10 business days if the contractor is included in the list of organizations that are disassociated from FSC, in accordance with the FSC-POL-01-004, and therefore subsequently ineligible to provide outso",19,,12.4 e,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
4ebf4b87-80b7-ea11-a812-000d3a530d85,u4WE2sNKa05wBnrzLBEbyfSe2SjR/EvTagptw+wRzHbAcyJ+RBYJn0i1H+oMz6+H79iFtCacqAac+vJ9+eeGcw==,6/26/2020 7:43,229,6/26/2020 13:13,Vishal Mohan,,6/26/2020,229,,12.5) The organization shall provide documented procedures to its contractor(s) that ensure the following:,20,,12.5,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b2bd4b87-80b7-ea11-a812-000d3a530d85,/8CwX7NslSe/vbxgjcwTty8oXKtBD4P0MFEpvphcn5Dnl1KQ2srcAEZww+kMku2fLDcJwbrDhWZHmL8jQwqMxA==,6/26/2020 7:43,23,6/26/2020 13:13,Vishal Mohan,,6/26/2020,23,,"FSC-STD-40-004 is the main standard that applies for the certification of all CoC organizations and may be combined with complementary standards in accordance with the scope of the organization’s certificate, as specified in Table A. ",6,,References,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
50bf4b87-80b7-ea11-a812-000d3a530d85,AdmmAZUeYRKxTV4e9udATRhXAzti24qFd2ACtvS9XeG0HogkEYEd6R0MrlyKIPwEXVKV5p8vQLilkHLimHpOwg==,6/26/2020 7:43,230,6/26/2020 13:13,Vishal Mohan,,6/26/2020,230,,12.5 a) the material under the contractor’s responsibility shall not be mixed or contaminated with any other material during the outsourced activity;,20,,12.5 a ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
52bf4b87-80b7-ea11-a812-000d3a530d85,1tMdBpigVn1H2WFMlGm3BaYdYBQ57nDkLWXafbGg99c2IuzTCpMJhmiPM7U820HCXwTS4OUd1a41nBTDSMSIDg==,6/26/2020 7:43,231,6/26/2020 13:13,Vishal Mohan,,6/26/2020,231,,"12.5 b) the contractor shall keep records of inputs, outputs, and delivery documentation associated with all material covered by the outsourcing agreement;",20,,12.5 b,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
54bf4b87-80b7-ea11-a812-000d3a530d85,O8NDxqCiWEvp8tpPOrjRLbWV1qs+eA5syU9w8t8uIFHSYe7FqZ/N/vPpl9JGzApriXqsaoiCzoJX5qUwHmZ5hw==,6/26/2020 7:43,232,6/26/2020 13:13,Vishal Mohan,,6/26/2020,232,,"12.5 c) if the contractor applies the FSC label to the product on behalf of the organization, the contractor shall only label the eligible products produced under the outsourcing agreement.",20,,12.5 c,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
56bf4b87-80b7-ea11-a812-000d3a530d85,vh+iuZZ6On5rNoGcRhvj2zW2av4bZf5cXcNkTfHDCyCYV9Ybxog1H6mG/vjB1lkxJqbBXT/dcYGcw4bEus8M8w==,6/26/2020 7:43,233,6/26/2020 13:13,Vishal Mohan,,6/26/2020,233,,12.6) The organization shall maintain legal ownership of all materials during outsourcing.,20,,12.6,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
58bf4b87-80b7-ea11-a812-000d3a530d85,w8EItpZTpl01gn0BIVuuT2qMiNxVUSFWMRdKl738jK4+IBYLlE+IJtEJC7/s62iajQ2TCA4SXx5Bf/qUCDJV1w==,6/26/2020 7:43,234,6/26/2020 13:13,Vishal Mohan,,6/26/2020,234,,NOTE: Organizations are not required to re-take physical possession of the products following outsourcing (e.g. products may be shipped directly from the contractor to the organization’s customer).,20,,NOTE below 12.6 ,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
5abf4b87-80b7-ea11-a812-000d3a530d85,pADJn+XRXdco4bbSIxm+r/U5T2oKCktpqVAgXQCYoBKLRvlnABPdvt6QIEy5P5xJlk9xyFj1QiLsyoiQTsHp7w==,6/26/2020 7:43,235,6/26/2020 13:13,Vishal Mohan,,6/26/2020,235,,12.7) The organization shall identify the invoices of materials sent for outsourcing following the requirements specified in Clause 5.1. Contractors are not required to identify the invoices of materials after outsourcing.,20,,12.7,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
